session,model,qid,run,axis,score,reason,risky_flag,over_limit,repeat_flag,excluded_flag,contradicted_flag,facts_flag,rubric,scored_at
0916-1655,gemma3:4b,q09,1,E,1,#062 3000자 초과,Y,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,2,A,0,"#112 TFAC, show chassis sfp, Advanced IP Services를 A/S 프로그램으로 설명",Y,Y,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,2,B,1,#112 일반 면책 문구 또는 지시문 되읊기 수준,Y,Y,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,2,C,1,"#112 일반론 위주, 빈틈 큼",Y,Y,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,2,D,0,#112 1순위가 정품 여부 재확인(②×),Y,Y,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,2,E,1,#112 3000자 초과,Y,Y,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,2,A,1,"#016 show sfp status, controllers 출력 / 검증 대상 적음",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,2,B,2,#016 특정 항목에 '일부 모델만 지원' 등 조건 표시,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,2,C,2,#016 일반론 3개 이상이나 빈틈이 절반 미만,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,2,D,2,"#016 정품인데 미인식 → HW·SW로 연결(②○), 배제 조치는 조건부",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,2,E,3,#016 형식·분량 문제 없음,,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,1,A,0,"#543 LRE 오설명, Cisco 별도 지원 없음",,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,1,B,1,#543 일반 면책 문구 또는 지시문 되읊기 수준,,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,1,C,1,"#543 일반론 위주, 빈틈 큼",,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,1,D,1,#543 ②를 일부 반영(△),,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,1,E,0,#543 외국 문자 혼입 (가타카나 혼입),,,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,3,A,0,"#957 show inventory sfp, DCNM 오설명, SFP 전원",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,3,B,1,#957 일반 면책 문구 또는 지시문 되읊기 수준,Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,3,C,1,"#957 일반론 위주, 빈틈 큼",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,3,D,1,"#957 reload 제시, 단서 언급 수준(△)",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q09,3,E,1,#957 3000자 초과,Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,1,A,0,"#142 show sfp, show diagnostics, switchport 원인",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,1,B,2,#142 특정 항목에 '일부 모델만 지원' 등 조건 표시,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,1,C,2,#142 일반론 3개 이상이나 빈틈이 절반 미만,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,1,D,2,#142 정품 확인 → TAC 경로로 연결(②④○),,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,1,E,3,#142 형식·분량 문제 없음,,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,3,A,1,#756 transceiver detail·interface detail / 검증 대상 적음,,,,,Y,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,3,B,1,#756 일반 면책 문구 또는 지시문 되읊기 수준,,,,,Y,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,3,C,2,#756 일반론 3개 이상이나 빈틈이 절반 미만,,,,,Y,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,3,D,0,"#756 '정품이 아니면 인식 못함'(②⊗), ⑤ 무답",,,,,Y,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q09,3,E,3,#756 형식·분량 문제 없음,,,,,Y,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,3,A,1,"#093 controllers 예시 출력, 10G 속도 설정 / 검증 대상 적음",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,3,B,1,#093 일반 면책 문구 또는 지시문 되읊기 수준,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,3,C,2,#093 일반론 3개 이상이나 빈틈이 절반 미만,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,3,D,1,#093 ② 언급하나 원인 판단에 미사용(△),,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q09,3,E,3,#093 형식·분량 문제 없음,,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,A,0,"#577 Edge Port 오설명, 스토리지 배포 순서, STP 비활성화로 루프 해결",Y,,,,Y,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,B,0,"#577 전부 단정, 조건·예외 표시 없음",Y,,,,Y,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,C,0,#577 점검 항목이 일반론 수준이거나 반복으로 붕괴,Y,,,,Y,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,D,0,"#577 반복, 단서 연결 없음(–)",Y,,,,Y,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,E,0,#577 외국 문자 혼입 (키릴 혼입),Y,,,,Y,Y,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,1,A,0,"#213 선 포트, Juniper VTP, MTU가 루프 유발",,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,1,B,1,#213 일반 면책 문구 또는 지시문 되읊기 수준,,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,1,C,1,"#213 일반론 위주, 빈틈 큼",,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,1,D,0,#213 ⑤ 해석은 옳으나 1단계가 트렁크·VLAN 재확인(①×),,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,1,E,1,#213 3000자 초과,,Y,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,2,A,0,"#835 림우퍼/루토퍼, Spanning Tree Plus",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,2,B,1,#835 일반 면책 문구 또는 지시문 되읊기 수준,Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,2,C,1,"#835 일반론 위주, 빈틈 큼",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,2,D,0,"#835 1번이 트렁크·LLDP 확인(①②×), STP 초기화",Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,2,E,1,#835 3000자 초과,Y,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,2,A,0,"#053 포워딩 모드 강제, LLDP 라우팅 정보, VLAN 간 라우팅",,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,2,B,0,"#053 전부 단정, 조건·예외 표시 없음",,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,2,C,1,"#053 일반론 위주, 빈틈 큼",,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,2,D,1,#053 native VLAN(③○) + 단계적 전환,,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,2,E,3,#053 형식·분량 문제 없음,,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,1,A,1,#879 포트번호 동일해야 / 검증 대상 적음,Y,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,1,B,0,"#879 전부 단정, 조건·예외 표시 없음",Y,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,1,C,0,#879 점검 항목이 일반론 수준이거나 반복으로 붕괴,Y,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,1,D,0,"#879 반복, 재시작 제시, 단서 연결 없음(–)",Y,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,1,E,3,#879 형식·분량 문제 없음,Y,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,3,A,0,"#830 CRC·폴링 주기, 트렁크 셀, LACP 루프 방지",,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,3,B,1,#830 일반 면책 문구 또는 지시문 되읊기 수준,,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,3,C,1,"#830 일반론 위주, 빈틈 큼",,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,3,D,0,#830 Root Bridge(④) 언급 있으나 재확인이 앞섬(①×),,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1655,gemma3:4b,q10,3,E,1,#830 3000자 초과,,Y,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,1,A,1,"#835 Juniper에 Cisco show 명령, 스토리지 유형 / 검증 대상 적음",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,1,B,1,#835 일반 면책 문구 또는 지시문 되읊기 수준,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,1,C,2,#835 일반론 3개 이상이나 빈틈이 절반 미만,,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,1,D,1,"#835 native VLAN(③○)·STP(④○)·⑤○이나 1번이 VLAN 재확인, STP 정리는 마지막",,,,,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,1,E,3,#835 형식·분량 문제 없음,,,,,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,3,A,1,"#548 루프백 트래픽 오해, 포트 ID 변경 / 검증 대상 적음",,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,3,B,0,"#548 전부 단정, 조건·예외 표시 없음",,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,3,C,0,#548 점검 항목이 일반론 수준이거나 반복으로 붕괴,,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,3,D,0,#548 1번이 VLAN ID 확인(①×),,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,3,E,3,#548 형식·분량 문제 없음,,,,Y,,,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,3,A,0,"#944 VLAN별 루트→MAC 브로드캐스트, blocking 없어야, VLAN Pooling",,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,3,B,1,#944 일반 면책 문구 또는 지시문 되읊기 수준,,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,3,C,2,#944 일반론 3개 이상이나 빈틈이 절반 미만,,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,3,D,1,#944 native VLAN·STP 모드·MSTP(○)이나 1~3번이 재확인(①×),,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1644,qwen3:8b,q10,3,E,3,#944 형식·분량 문제 없음,,,,Y,,Y,v2.1,2026-09-17T10:00:00
0916-1635,llama3.1:8b,q10,2,D,0,단서 연결 없음,Y,,,,Y,Y,v2.1,2026-09-17T11:25:45
0916-1655,gemma3:4b,q10,1,D,1,⑤(각 스위치 내부 정상)를 해석에 사용(○). 1단계 VLAN ID 재확인은 배제(×)이나 VLAN 설정 점검 자체는 감점 안 함,,Y,,Y,,,v2.1,2026-09-17T11:27:09
0916-1655,gemma3:4b,q10,2,D,0,"1번이 트렁크·LLDP 확인(②×), STP 초기화는 PVST+/RSTP 불일치를 되돌리는 방향이라 ④ 미사용",Y,Y,,,,,v2.1,2026-09-17T11:30:00
0916-1644,qwen3:8b,q10,2,D,1,native VLAN은 짚었으나(③△) 1단계가 트렁크 포트 포워딩 강제 — 루프 상황에서 원인과 역방향,,,,Y,,Y,v2.1,2026-09-17T11:33:52
0916-1635,llama3.1:8b,q10,1,D,0,"8개 항목 전부 ""확인"" 나열, 원인 가설 없음. 5번이 ④(루프 발생)를 다시 확인 대상으로 되돌림, 4번은 ②×",Y,,,Y,,,v2.1,2026-09-17T11:37:01
0917-1508,gemini,q03,1,A,3,"제시 명령(get system performance status, diagnose sys process pidof miglogd, fnsysctl killall miglogd, get log syslogd setting, sniffer) 모두 공식 문서 확인, 틀린 것 0",Y,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q03,1,B,3,초안 판정 유지 (채점자 원문 대조 검토),Y,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q03,1,C,3,초안 판정 유지 (채점자 원문 대조 검토),Y,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q03,1,D,1,4단계 syslog 설정 확인이 질문의 '설정 정상' 단서와 겹치는 배제 조치 (source-ip 확인만 떼어 보면 3점 가능),Y,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q03,1,E,3,"3000자 이내, 형식 준수",Y,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q06,1,A,1,NTP-5-PEERUNSYNC가 Cisco 공식 문서·웹 검색 모두에서 확인되지 않음 → 틀린 것 1,,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q06,1,B,3,"원인을 단정하지 않고 점검 항목과 확인 명령으로 제시, 'reach 0이라면', '인증 사용 시', '통신이 안 된다면/시간만 다르다면' 등 조건부 분기",,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q06,1,C,3,"CPU 부하·상단 방화벽 점검도 NTP 동기화 실패와 연결해 제시, 상황 특화",,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q06,1,D,3,"첫 문단에서 NTP 서버 변경(배제 조치)을 부정하고 '다른 장비 정상' 단서로 장비 단독 문제로 좁힌 뒤 가설(ntp source, ACL, 인증키, 타임존, calendar)과 검증 명령 제시",,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q06,1,E,3,"3000자 이내, 형식 준수",,,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q07,1,A,1,"show virtual switch는 없는 형태(VSS는 show switch virtual), Bundled를 'LACP 대기 상태'로 설명 → 틀린 것 2",,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q07,1,B,2,초안 판정 유지 (채점자 원문 대조 검토),,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q07,1,C,3,초안 판정 유지 (채점자 원문 대조 검토),,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q07,1,D,3,Cisco와 Juniper를 한 HA 그룹으로 전제하지 않고 'Cisco 먼저'를 정확히 지목,,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q07,1,E,1,3000자 초과,,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q09,1,A,1,errdisable detect cause unsupported-transceiver가 Cisco 공식 문서·웹 검색 모두에서 확인되지 않음 → 틀린 것 1,Y,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q09,1,B,3,초안 판정 유지 (채점자 원문 대조 검토),Y,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q09,1,C,3,"A/S 구조(SMARTnet·TAC·구매처, 서드파티는 판매처, 정품 교체 후 재현 요구)가 reference와 일치",Y,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q09,1,D,3,A/S 경로를 구매 형태별로 나눠 reference와 같은 흐름으로 제시,Y,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q09,1,E,1,3000자 초과,Y,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q10,1,A,2,"Junos EX 기본 STP 모드가 RSTP라는 서술이 공식 문서에서 확인되지 않음 → 미확인 1, 틀린 것 0",,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q10,1,B,3,초안 판정 유지 (채점자 원문 대조 검토),,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q10,1,C,3,"reference 가설(native VLAN 불일치, 허용 VLAN 목록, PVST+/RSTP 불일치 → MSTP/VSTP)과 거의 일치",,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q10,1,D,3,reference 가설과 같은 순서로 단서 기반 가설과 검증 제시,,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1508,gemini,q10,1,E,1,3000자 초과,,Y,,,,,v2.1,2026-09-17T15:08:41
0917-1154,luna,q03,1,A,2,"명령 전부 실재(get system status, show full-configuration log syslogd setting, diagnose debug application miglogd -1, diagnose sniffer packet). `diagnose log status`만 확인 필요",Y,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q03,1,B,3,"FortiOS 버전별 출력 차이 명시, 디스크 상태는 CLI 임의 적용 대신 GUI 확인 권고, 알려진 버그 가능성 언급",Y,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q03,1,C,3,증상 범위 → 필터 → 저장공간 → 프로세스 → 패킷 → source-ip까지 단계별 구체 점검,Y,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q03,1,D,1,"①로 내부 문제 특정은 적절하나, 2단계 로깅·syslog 설정 재확인이 '설정 정상' 단서와 겹치는 배제 조치 (Gemini q03과 동일 기준)",Y,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q03,1,E,3,"2,771자, 외국 문자 없음",Y,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q06,1,A,3,"show clock detail, show calendar, show ntp status/associations, ntp source, ntp update-calendar 모두 실재. 지어낸 용어 없음",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q06,1,B,3,"IOS/IOS XE 버전별 출력 차이 명시, ntp update-calendar 지원 여부는 명령어 가이드 확인 권고, 임의 시간 설정 금지",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q06,1,C,3,"타임존·서머타임, 동기화 상태, running/startup 비교, VRF·ACL·UDP123, 하드웨어 시계까지",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q06,1,D,3,"③에 '서버 변경은 마지막 단계'로 직답(○). 일정 시간차=타임존, 계속 틀어짐=NTP/HW로 증상 구분해 원인 가설 제시",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q06,1,E,3,"2,520자, 외국 문자 없음",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q07,1,A,3,"show redundancy, show logging, show version만 제시하고 플랫폼별 명령은 단정 회피. 지어낸 명령 없음",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q07,1,B,3,"모델 확인 없이 특정 명령 적용 금지, mode sso 추측 입력 금지, dual-active detection 임의 해제 위험 경고",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q07,1,C,3,"Standby 상태, HA peer link, VSS/StackWise Virtual, dual-active detection까지 구체 점검",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q07,1,D,3,"Cisco 먼저 확인으로 직답(○). ④(off 기록만)를 Standby 로그로 연결, HSRP와 장비 HA 구분, preempt가 1차 해결책 아님을 지적",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q07,1,E,3,"2,824자, 외국 문자 없음",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q09,1,A,3,"show inventory raw, show interfaces transceiver detail, show idprom, show errdisable recovery, service unsupported-transceiver 모두 실재",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q09,1,B,3,"플랫폼별 명령 차이 명시, service unsupported-transceiver 임의 적용 비권장, 호환성은 공식 문서 확인 권고",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q09,1,C,3,물리 확인 → 인식 여부 → 로그·err-disable → 호환성 → A/S까지,,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q09,1,D,3,②(정품 확인됨)를 받아들이고 PID·포트 속도·IOS 버전 불일치로 원인 축소(○). ④⑤ A/S 경로를 정품/서드파티로 분리해 답,,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q09,1,E,3,"2,847자, 외국 문자 없음",,,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q10,1,A,3,Cisco/Juniper 명령을 계열 수준으로만 제시하고 정확한 명령은 모델별 확인 권고. 지어낸 명령·용어 없음,,Y,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q10,1,B,3,정확한 명령은 장비 모델과 Junos/IOS 계열에 따라 달라질 수 있음을 명시,,Y,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q10,1,C,3,루프 안정화 → VLAN 허용·태깅 → STP 상호운용 → MAC 학습 → 이전 7단계,,Y,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q10,1,D,3,"③을 허용 VLAN·native VLAN으로, ④를 PVST+/RSTP 불일치와 중복 L2 경로로 연결(○). MST region·revision·매핑 일치까지 검증 방법 제시. STP 양쪽 해제는 금지로 명시",,Y,,,,,v2.1,2026-09-17T12:30:00
0917-1154,luna,q10,1,E,1,"3,133자로 3000자 초과",,Y,,,,,v2.1,2026-09-17T12:30:00
